tweet,likes_count,tweetFiltrado,topico
"#putin's speech is the best answer i can give to people who say: ""you need to negotiate peace with #russia"".  in his parallel universe they are fighting nazi and were preventing nato from attacking russia. welcome to crazyland.  #stopputinnow",1738,putin speech best answer people negotiate peace parallel universe fighting nazi preventing nato attacking crazyland stopputinnow,0
"#russia #may9th: as was expected, fascist #putin did not announce general mobilization during the circus parade today. just some nonsense blah-blah with no substance whatsoever.",1724,mayth expected fascist putin general mobilization circus parade today nonsense blahblah substance whatsoever,0
"after almost 170 years in the market, #siemens is leaving #russia.  https://t.co/baywn8yckh",1723,year market siemens leaving,5
"when i told in salt lake city today that i’m from #finland, locals cheered. the speech our president #niinistö gave about #russia has made an impression. ”tell them we are with you and with #ukraine,” they said. @tpkanslia  https://t.co/gnuw1b7uix",1714,told salt lake city today finland local cheered speech president niinistö impression ukraine tpkanslia,8
ukrainian uav corrected artillery fire striking russian positions and armour in kharkiv oblast. #russia #ukraine  https://t.co/v0cegdfrlf,1700,ukrainian uav corrected artillery fire striking position armour kharkiv oblast ukraine,7
"windows if #ukraine. broken by #russia. each with its own story of pain and courage, loss and life. please keep sharing the stories. please keep the truth talking. #supportukraine  https://t.co/p7te5kenkw",1700,window ukraine broken story pain courage loss life keep sharing story keep truth talking supportukraine,3
"president #putin: we saw west's military infrastructure built up, foreign advisors &amp; weapons sent from #nato. threat grew each day. #russia launched pre-emptive strike at aggression. it was a forced, timely &amp; only correct decision, made by sovereign, strong &amp; independent country.  https://t.co/yf3xcscz9q",1688,president putin west military infrastructure built foreign advisor weapon nato threat grew day launched preemptive strike aggression forced timely correct decision sovereign strong independent country,8
"#ukraine: two (unseen) destroyed #russia-n t-80u mbts somewhere in zaporizhzhia oblast. the barrel of the tank in the first picture can be seen several meters away, in the back.  https://t.co/itffn1zima",1675,ukraine unseen destroyed tu mbts zaporizhzhia oblast barrel tank picture meter,7
"this is what apartment buildings in the old district of #kharkiv look like after the shelling by #russia. they have no walls, but the residents of these apartments have nowhere to escape, so they sealed the holes with oilcloth and continue to live there.  https://t.co/trp7zopqzm",1662,apartment building district kharkiv shelling wall resident apartment escape sealed hole oilcloth continue live,9
ukrainian drone filming over the recently liberated oleksandrivka village (or whats left of it) in kherson oblast.  notice a destroyed russian mt-lb at 0:53 + destroyed russian mbt at 1:15.  via maverick. #russia #ukraine  https://t.co/rvmpn2tpod,1655,ukrainian drone filming liberated oleksandrivka village left kherson oblast notice destroyed mtlb   destroyed mbt  maverick ukraine,7
i guess that’s part of #russia national strategy: they don’t need an educated people. education is dangerous for authoritarian regimes,1643,guess national strategy dont educated people education dangerous authoritarian regime,3
"the sound of explosions has been heard in #belgorod region, #russia for several hours.  https://t.co/qnrfxkp0fy",1635,sound explosion heard belgorod region hour,9
drone footage documenting the russian 2nd attempt to cross siverskyi donets river from the same area near bilohorivka. #russia #ukraine  https://t.co/ie3y57r3dh,1628,drone footage documenting attempt cross siverskyi donets river area bilohorivka ukraine,4
"many ask me where these freezer carriages with the ru soldiers are. they are all over  not just #kyiv or #kharkiv, hundreds of bodies were left behind. j9 units and police are thoroughly collecting and identifying them. unlike #russia, these guys believe in conventions and law.  https://t.co/7eosnp7gx8",1619,freezer carriage ru soldier kyiv kharkiv hundred body left unit police thoroughly collecting identifying guy convention law,7
"#russia is facing its biggest economic contraction since 1994. the fall in russia's gdp in 2022 may reach 12% - bloomberg, citing anonymous sources in the russian government.  https://t.co/zuoquimklj",1616,facing biggest economic contraction  fall russia gdp reach   bloomberg citing anonymous source government,3
"‼the national security and defense council of #ukraine has decided to forcibly seize the assets of #sberbank of #russia and development corporation veb.rf in ukraine, reports interfax.",1598,‼the national security defense council ukraine decided forcibly seize asset sberbank development corporation vebrf ukraine report interfax,4
artillery units of the ukrainian 59th motorized brigade targets a russian column presumably in southern ukraine. #russia #ukraine  https://t.co/xxl75xrabk,1585,artillery unit ukrainian motorized brigade target column presumably southern ukraine ukraine,7
video of an ukrainian paratrooper armed with a еdм4s-uа anti-drone jammer. h/t @girkingirkin  #russia #ukraine  https://t.co/vuwckr43wm,1579,video ukrainian paratrooper armed еdмsuа antidrone jammer ht girkingirkin ukraine,7
"#russia #may9th:  https://t.co/fmtbmpfi8w, the russian government-controlled alternative to @youtube has been hacked and is offline.  #russianresistance",1566,mayth governmentcontrolled alternative youtube hacked offline russianresistance,3
anti-tank crew of the ukrainian 25th airborne brigade striking a russian mbt at the front line. #russia #ukraine  https://t.co/wjmmvialmd,1559,antitank crew ukrainian airborne brigade striking mbt front ukraine,7
"our new @popularfront_ documentary filming with #ukraine’s anti-fascist football hooligans who're now fighting #russia on the frontlines, is out soon.   subscribe not to miss it:  https://t.co/u35a2brw23  https://t.co/hbjusn6tko",1558,popularfront documentary filming ukraine antifascist football hooligan whore fighting frontlines subscribe,0
#ukraine: ukrainian forces downed and destroyed another #russia-n orlan-10 reconnaissance uav this morning.  https://t.co/fzb7f1h8la,1554,ukraine ukrainian force downed destroyed orlan reconnaissance uav morning,7
"yesterday, ukraine was visited by @justintrudeau, @drbiden,  @u2, and speaker of norvegian parliament.  #russia was visited by #hamas.  this is all you ned to know about who is supporting who.  @5channel  https://t.co/a15sd2lrcw",1543,yesterday ukraine visited justintrudeau drbiden speaker norvegian parliament visited hamas ned supporting channel,0
drone footage shared by former deputy oleh tyahnybok. the whole area was flattened by artillery units of the ukrainian 17th separate tank brigade. #ukraine #russia  https://t.co/aumbtilcnz,1542,drone footage shared deputy oleh tyahnybok area flattened artillery unit ukrainian separate tank brigade ukraine,7
a random dumpster in #russia filled with portraits of #russiansoldiers who died in the #russianwarcrimes   several hours ago they were proudly exhibited at the victory day parade  https://t.co/nesxoqscxh,1541,random dumpster filled portrait russiansoldiers died russianwarcrimes hour ago proudly exhibited victory day parade,0
#russia interrogates children in #mariupol trying to get them to testify on the ‘ukrainian’ resilience activities of their parents.  https://t.co/xx1eh8w2le,1536,interrogates child mariupol testify ‘ukrainian resilience activity parent,3
