tweet,likes_count,tweetFiltrado,topico
"#wwdc22 ios 16 lock screen widgets, very nice   https://t.co/eithz98mo7",229,io 16 lock screen widget nice,3
#wwdc22  ipados 16 weather!  https://t.co/deecb5f5eu,229,ipados 16 weather,3
seems like apple liked my settings mockup.  (left: mine; right: macos ventura) #wwdc22   https://t.co/8rxpehqpfb  https://t.co/t8cp7jsvvn,228,apple setting mockup left mine macos ventura,7
ipados 16 will feature overlapping windows for the first time  https://t.co/psnv0u4gbf #wwdc22  https://t.co/lponzopfau,228,ipados 16 feature overlapping window time,7
apple is adding editing to messages. twitter is shaking in its boots. #wwdc22  https://t.co/hqrizmv6u2,225,apple adding editing message twitter shaking boot,0
ios 16 is up first #wwdc22  https://t.co/0d5ppotcjj,225,io 16,3
"hey, twitter. i’m sorry. i can’t unsee it. #apple #wwdc22 #powerrangers  https://t.co/eehzsdvezp",224,hey twitter unsee #apple #powerrangers,0
#wwdc22 in 1 hour! ,223,1 hour,6
"i remade the ios 16 wallpaper in @figma, and published it to the community. #wwdc22 find it here:  https://t.co/lmii4e04ia  https://t.co/xmduz9uus6",220,remade io 16 wallpaper @figma published community find,3
new macbook air changes! #wwdc22  https://t.co/adm5lrly1b,219,macbook air change,8
grateful i happened to be reviewing a dual-screen laptop for what turned out to be an absolutely packed #wwdc22 . asus zenbook pro duo 14 oled was genuinely useful for keeping an eye on the video while taking notes/tweeting. (if only they'd do something about that name )  https://t.co/cw02jqfjm9,219,grateful happened reviewing dual-screen laptop turned absolutely packed  asus zenbook pro duo 14 oled genuinely keeping eye video notestweeting ,8
i fucking love that every time apple shows a windows pc that they use the ugliest tank from 2007 that they can find. #wwdc22,218,fucking love time apple window pc ugliest tank 2007 find,0
no mac pro today #wwdc22,217,mac pro today,5
the first announcement of #wwdc22 is ios16,216,announcement ios16,3
apple pay later  #apple #wwdc #wwdc22 #wwdc2022 #ios16  https://t.co/ahxq0ahnvb,216,apple pay #apple #wwdc #wwdc2022 #ios16,0
#wwdc22 new lock screen looks awesome  better than i expected!,214,lock screen awesome better expected,3
i told you there had to be a better way to deal with overlapping windows. i love what i've seen in stage manager so far.  #wwdc22,213,told better deal overlapping window love stage manager,7
preparing for #wwdc22    this year’s wwdc just feels… different.  https://t.co/gmxchnam9s,211,preparing year feel,5
new running features in watchos 9 #wwdc22  https://t.co/da48hg9ddc,211,running feature watchos 9,9
apple addressing issues around abusive relationships by allowing you to control who you're sharing information and location with on ios. new feature is called safety check &amp; apple says it's been working with domestic violence organizations to design it. #wwdc22  https://t.co/e0cjp0az5l,208,apple addressing issue abusive relationship allowing control sharing location io feature called safety check apple working domestic violence organization design,2
"baywatch, apple edition. #wwdc22  https://t.co/k0e2zdssqz",208,baywatch apple edition,0
four minutes until #wwdc22,204,minute,5
who would’ve thought that resizable and overlapping windows are a good way to do multitasking #wwdc22,201,wouldve thought resizable overlapping window good multitasking,7
"messages get editing, unsend and unread. #wwdc22  https://t.co/np2vqdhnj2",201,message editing unsend unread,3
i have no idea what's going on but it's gorgeous  #carplay #wwdc22  https://t.co/jdllmovljz,199,idea going gorgeous #carplay,1
5 minutes to go  #wwdc22 #wwdc2022  https://t.co/ouhj03xclh,198,5 minute #wwdc2022,5
hmmm. don't know about stage manager. #wwdc22  we shall see.  https://t.co/6y6qa4y1on,197,hmmm stage manager,7
i’m approaching apple park!  #wwdc22  https://t.co/cbhze9rxs3,195,approaching apple park,0
"ios 16 drops support for iphone 6s, 6s plus, 7, and 7 plus #wwdc22",195,io 16 drop support iphone 6 6 7 7,0
you heard it! shortcuts work with zero setup using app intents  #wwdc22,194,heard shortcut work setup app intent,7
stage manager on #ipados with improved multitasking and overlapping windows #wwdc22  https://t.co/qgfo4dgiqh,194,stage manager #ipados improved multitasking overlapping window,7
"watchos 9 #wwdc22   4 new watch faces new banner notifications active apps get pinned workouts gets new updates, views and custom workouts fitness comes to ios 16 without apple watch sleep adds sleep stages heart health can track afib history new medications app more  https://t.co/msitupfroy",193,watchos 9 4 watch face banner notification active apps pinned workout update view custom workout fitness io 16 apple watch sleep add sleep stage heart health track afib history medication app,9
"next-gen @apple #carplay coming in 2023 that takes over all screens, not just the infotainment touchscreen. carmakers not announced yet... #wwdc22  https://t.co/cnyfpxpgio",192,next-gen @apple #carplay coming 2023 take screen infotainment touchscreen carmaker announced,1
my take on today’s announcements: #wwdc22  https://t.co/yoisxsaglj,191,today announcement,5
some new dictation updates in ios 16 #wwdc22  https://t.co/gjlcfxsa1o,191,dictation update io 16,3
imessage now allows you to edit and unsend messages #wwdc22  https://t.co/hytwodlg5n,190,imessage allows edit unsend message,3
full-screen music player is coming back for the first time since ios 9 #wwdc22  https://t.co/iudfugxblz,189,full-screen music player coming time io 9,3
guess who is on main stage!!! @ultrahumanhq #wwdc22  https://t.co/pmxhfrtcnz,189,guess main stage @ultrahumanhq,7
watchos 9 summary #wwdc22  https://t.co/6khfl1krr9,188,watchos 9 summary,9
editing in imessage means the end of *ducking typos!  #wwdc22  https://t.co/nhhujkwtcm,188,editing imessage ducking typo,0
"#wwdc22 ipados left for later, apparently there is ",187,ipados left,0
see you on the other side y'all #wwdc22  https://t.co/8woqpnkqoa,184,side yall,7
"also the new 13"" macbook pro now powered by m2...  from $1299  #wwdc22  https://t.co/vqui6wuqxz",184,13 macbook pro powered m2 1299,8
apple wants to cancel passwords. meet passkeys. #wwdc22  https://t.co/v3aqaclicp,182,apple cancel password meet passkey,0
this man has so much moxie it hurts! #wwdc22  https://t.co/uragsfbkmq,181,man moxie hurt,0
"apple adding editing, undo send, and mark as unread to imessages is good imo, gives it more functionality like email which messaging apps are often used as a substitute for #wwdc22",180,apple adding editing undo send mark unread imessages good imo functionality email messaging apps substitute,3
the stage manager feature looks pretty dope tbh #wwdc22,179,stage manager feature pretty dope tbh,7
the watch frameworking crew is excited for the keynote! #wwdc22  https://t.co/w3igg1bnbf,178,watch frameworking crew excited keynote,5
i think this was a great #wwdc22 event! so many new stuff coming! i’m excited ,178,great event stuff coming excited,5
new ios 16 lock screen looks like a ripoff jailbreak tweak  #wwdc22,177,io 16 lock screen ripoff jailbreak tweak,3
macos ventura #wwdc22  new stage manager feature updated spotlight big updates to mail safari gets shared tab groups new passkeys to help get rid of passwords metal 3 handoff works across devices now with facetime use iphone as webcam with continuity camera with desk view  https://t.co/tltjvmpuls,176,macos ventura stage manager feature updated spotlight big update mail safari shared tab group passkey help rid password metal 3 handoff work device facetime iphone webcam continuity camera desk view,7
subtitles don’t work so well when the floor is flat  #wwdc22  https://t.co/6e7ecqlda6,176,subtitle work floor flat,0
i'm officially live on youtube for #wwdc22!  come hang out with me:  https://t.co/huxgelwmqy,175,officially live youtube hang,3
#wwdc22 ios 16 live text in video!   https://t.co/hrhwii89md,175,io 16 live text video,3
iphone as webcam — no waitlist needed  #wwdc22  https://t.co/xzs7pwxo1w,174,iphone webcam — waitlist needed,0
"wwdc wasn’t always a marketing event: it is only since 2003 that wwdc keynotes have been made publicly available in recorded form. wwdc 2002 was the infamous ‘funeral’ of mac os 9, that we’ve sadly never seen actual apple footage for  #wwdc22  https://t.co/xxfn9rsaek",173,marketing event 2003 keynote publicly recorded form 2002 infamous funeral mac o 9 sadly actual apple footage,5
looks like glance is coming to ios  #wwdc22,172,glance coming io,3
apple car confirmed #wwdc22,171,apple car confirmed,0
jony ive is crying rn #wwdc22  https://t.co/5j9lzr76qj,169,jony cry rn,0
"spoke too soon, lol. ""stage manager"" in the new macos is basically a desktop version of card stacks from webos 2. good ideas survive! #wwdc22  https://t.co/dcqpu3atzs",169,spoke lol stage manager macos basically desktop version card stack webos 2 good idea survive,7
"desk view, oh no i accidentally shared it to family #wwdc22  https://t.co/utlkjna2io",168,desk view accidentally shared family,2
"new carplay basically replaces all the crappy crap from car maker. adds radio controls, speedometer, etc. but requires the car marker to build it in.  #wwdc22  https://t.co/q697bj1lfj",166,carplay basically replaces crappy crap car maker add radio control speedometer requires car marker build,1
#wwdc22 live thread coverage!,164,live thread coverage,3
okay i love the new ios lock screen customization #wwdc22,164,love io lock screen customization,3
i rescind my offer. my kingdom to the team who gave us family photo sharing.  be still my heart.   #wwdc22,164,rescind offer kingdom team family photo sharing heart,2
shared libraries on icloud shared #wwdc22  https://t.co/uou30miopi,162,shared library icloud shared,2
yeah. craig federighi is a hollywood actor. #wwdc22  https://t.co/aqm0gohpmg,162,yeah craig federighi hollywood actor,5
"apple's #wwdc22 is about to begin. doston, what are your expectations from today's event??  #appleevent  https://t.co/scuntl990s",161,apple doston expectation today event #appleevent,5
safety check allows you to quickly remove access people and apps #ios16 #wwdc22  https://t.co/kxlvtwquj1,161,safety check allows remove access people apps #ios16,2
medication reminders on #watchos9 with warnings for critical interaction warnings  #wwdc22  https://t.co/pqihor8ylr,161,medication reminder #watchos9 warning critical interaction warning,9
the show will begin soon. are we getting hardware this year? #wwdc22  https://t.co/wydgcq34nx,157,hardware year,5
10 years ago #wwdc22  https://t.co/irte6cuk5e,157,10 year ago,4
"proud to have pioneered use of incredible phone cameras for conferencing, streaming &amp; presenting. we started with “this can’t be done”; now here we are with support from all major platforms. it’s wild to be at #wwdc22 to see @apple taking the next step validating it.",157,pioneered incredible phone camera conferencing streaming presenting started support major platform wild @apple step validating,5
i can't shitpost any faster #wwdc22  https://t.co/wrdih1lhri,156,shitpost faster,4
lockscreensmith?  #wwdc22,156,lockscreensmith,0
dictation lets you seamlessly switch between voice and touch #ios16  #wwdc22  https://t.co/fqhgfroyn2,156,dictation seamlessly switch voice touch #ios16,0
apple invented the lock screen. #wwdc22,156,apple invented lock screen,3
desk view is just  #wwdc22,155,desk view,7
 new macbook air powered by m2 and magsafe is back  #wwdc22  https://t.co/qjjkwivlju,154,macbook air powered m2 magsafe,8
m2 features an 8-core cpu and 10-core gpu #wwdc22  https://t.co/3xuzxvocbo,154,m2 feature 8-core cpu 10-core gpu,4
and there you go: macos ventura is official! #wwdc22  https://t.co/6vpcttgazb,154,macos ventura official,7
i probably wouldn't care much about apple's new m2 silicon ... but here's the thing: the m1 max just gave me 7 months on the best work laptop i've ever used. #wwdc22    https://t.co/43jwebzkdo,153,care apple m2 silicon  thing m1 max 7 month best work laptop,4
it’s apple event day at #wwdc22  here’s some shots of the new dev center  https://t.co/dphfzzgyos,153,apple event day shot dev center,5
best features so far!!  #wwdc22,153,best feature,0
"fucking finally, customized lock screens in ios #wwdc22  https://t.co/59mldcekd7",153,fucking finally customized lock screen io,3
"matter, a new standard for connecting smart home accessories!  #wwdc22  https://t.co/szckrtsekf",153,matter standard connecting smart accessory,1
